,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
33714,90.0,1997,vectra,station wagon,manual,136,150000,gasoline,opel,0.0,1092
78173,990.0,2011,golf,small car,manual,110,125000,diesel,volkswagen,,8827
31163,570.0,2006,passat,station wagon,manual,170,125000,diesel,volkswagen,0.0,8190
35550,150.0,1988,transporter,bus,manual,69,150000,diesel,volkswagen,1.0,1501
13703,70.0,2003,ptcruiser,limousine,manual,130,150000,diesel,chrysler,,1228
6640,,0,focus,station wagon,manual,90,150000,diesel,ford,0.0,808
94796,80.0,2003,andere,bus,manual,95,90000,gasoline,citroen,0.0,1365
13766,110.0,1997,a3,limousine,manual,101,150000,gasoline,audi,,2047
34214,660.0,2011,tiguan,,auto,170,150000,diesel,volkswagen,0.0,11830
81188,360.0,2006,,station wagon,manual,102,150000,gasoline,volkswagen,0.0,5459
44553,40.0,1999,bravo,limousine,manual,90,150000,gasoline,fiat,0.0,819
21638,,10,golf,station wagon,manual,140,150000,diesel,volkswagen,0.0,6006
11582,80.0,1999,bora,station wagon,auto,116,150000,,volkswagen,,2184
75678,200.0,2005,polo,small car,manual,55,80000,gasoline,volkswagen,0.0,3367
79047,480.0,2000,clk,convertible,auto,218,150000,gasoline,mercedes_benz,0.0,8881
8551,610.0,2009,eos,convertible,,140,125000,diesel,volkswagen,0.0,9099
72301,550.0,2004,e_klasse,station wagon,auto,177,150000,liquefied petroleum gas,mercedes_benz,1.0,5369
22560,1240.0,2007,andere,station wagon,auto,435,150000,gasoline,audi,0.0,16744
38964,30.0,1999,e_klasse,station wagon,auto,0,150000,diesel,mercedes_benz,0.0,1183
74110,1150.0,2010,sportage,,manual,136,125000,diesel,kia,0.0,15788
86783,270.0,2002,golf,limousine,manual,105,150000,gasoline,volkswagen,0.0,3094
84588,,2016,megane,,manual,0,150000,gasoline,renault,,518
66019,1290.0,2014,cooper,small car,manual,136,30000,gasoline,mini,0.0,15460
18148,1130.0,2015,qashqai,limousine,manual,163,10000,gasoline,nissan,0.0,22750
55367,280.0,2006,andere,bus,manual,145,150000,diesel,peugeot,0.0,3867
26885,100.0,1996,punto,convertible,manual,60,125000,gasoline,fiat,,773
61123,430.0,2011,x_reihe,,manual,0,100000,diesel,bmw,,13468
46575,160.0,1996,polo,small car,manual,60,150000,gasoline,volkswagen,1.0,545
52291,820.0,2010,octavia,station wagon,auto,140,150000,diesel,skoda,0.0,11830
43031,90.0,2002,corsa,small car,manual,75,125000,gasoline,opel,0.0,1537
40903,230.0,2002,fiesta,small car,manual,68,150000,diesel,ford,1.0,1911
81609,100.0,1996,c_klasse,limousine,manual,150,150000,gasoline,mercedes_benz,0.0,637
67105,3010.0,1967,galaxy,convertible,auto,408,100000,gasoline,ford,0.0,18109
3400,100.0,1998,ka,small car,,0,125000,gasoline,ford,0.0,910
77295,660.0,2011,polo,small car,auto,179,40000,gasoline,volkswagen,0.0,12285
83408,110.0,2002,andere,bus,manual,75,125000,gasoline,mazda,0.0,1638
88180,80.0,2001,c_klasse,station wagon,manual,163,150000,gasoline,mercedes_benz,1.0,1365
44374,240.0,2002,berlingo,bus,manual,90,150000,diesel,citroen,0.0,3549
38630,70.0,1998,laguna,limousine,manual,107,150000,gasoline,renault,0.0,728
84571,1400.0,2009,e_klasse,limousine,auto,204,50000,gasoline,mercedes_benz,0.0,21840
84372,170.0,2001,transit,bus,manual,125,150000,diesel,ford,1.0,1820
85897,100.0,2004,astra,station wagon,manual,125,150000,gasoline,opel,0.0,2420
86318,250.0,2001,a3,limousine,manual,102,80000,gasoline,audi,0.0,3731
20206,270.0,2007,bravo,limousine,manual,120,150000,diesel,fiat,0.0,3185
25192,70.0,2000,andere,convertible,auto,163,150000,gasoline,chrysler,0.0,864
16772,50.0,1998,passat,station wagon,manual,110,150000,gasoline,volkswagen,0.0,1092
98466,50.0,1996,polo,small car,manual,45,90000,gasoline,volkswagen,0.0,1137
52400,90.0,2005,getz,small car,manual,62,100000,gasoline,hyundai,0.0,1183
68115,170.0,2005,sirion,small car,auto,87,150000,gasoline,daihatsu,0.0,2265
29955,250.0,2003,a2,small car,manual,75,150000,diesel,audi,0.0,4732
60176,80.0,1995,tigra,coupé,manual,106,150000,gasoline,opel,0.0,682
82061,430.0,2008,touran,bus,auto,170,150000,diesel,volkswagen,0.0,7098
92454,250.0,2006,picanto,small car,manual,65,90000,gasoline,kia,0.0,3094
5915,60.0,2005,modus,small car,manual,75,150000,gasoline,renault,,1365
49233,,2016,civic,,manual,0,5000,liquefied petroleum gas,honda,,1456
52125,60.0,2004,andere,station wagon,manual,90,150000,diesel,peugeot,0.0,1638
10470,150.0,1993,e_klasse,limousine,auto,136,150000,gasoline,mercedes_benz,0.0,5005
75025,640.0,2005,3er,convertible,manual,170,150000,gasoline,bmw,0.0,9919
92660,70.0,2002,twingo,small car,manual,58,150000,gasoline,renault,0.0,955
28214,150.0,2001,vectra,limousine,auto,147,150000,liquefied petroleum gas,opel,0.0,2002
66609,1600.0,2013,golf,small car,auto,230,40000,gasoline,volkswagen,0.0,23659
12104,200.0,2004,a4,station wagon,manual,163,150000,diesel,audi,0.0,3184
87070,70.0,2002,corsa,small car,manual,0,150000,gasoline,opel,0.0,1273
52018,470.0,2004,3_reihe,station wagon,manual,109,150000,diesel,peugeot,0.0,4095
50854,540.0,2004,a8,limousine,auto,232,150000,diesel,audi,0.0,9054
91985,,2016,polo,,manual,65,150000,,volkswagen,0.0,3822
78642,600.0,2012,astra,limousine,manual,140,30000,gasoline,opel,0.0,10283
13917,,2,mondeo,station wagon,manual,136,150000,diesel,ford,,1365
50110,270.0,2007,golf,limousine,manual,170,150000,diesel,volkswagen,0.0,5723
37951,170.0,2005,yaris,small car,manual,65,100000,gasoline,toyota,0.0,2730
35881,,1990,,,,0,5000,,sonstige_autos,,455
34658,240.0,1993,andere,station wagon,manual,116,150000,gasoline,volvo,0.0,1820
32078,510.0,1999,5er,limousine,auto,286,150000,gasoline,bmw,0.0,6825
18168,170.0,2003,astra,convertible,manual,103,150000,gasoline,opel,,1729
3795,70.0,2000,omega,station wagon,manual,131,150000,diesel,opel,0.0,1092
33560,840.0,2005,andere,limousine,auto,344,150000,gasoline,audi,0.0,14105
40550,150.0,2002,6_reihe,station wagon,manual,121,150000,,mazda,1.0,1274
82800,,8,tt,coupé,auto,272,80000,gasoline,audi,0.0,16380
14692,700.0,2011,passat,station wagon,manual,140,150000,diesel,volkswagen,0.0,11830
32280,450.0,2006,3er,station wagon,manual,163,150000,diesel,bmw,0.0,7143
28901,,3,mondeo,limousine,manual,145,150000,gasoline,ford,1.0,1183
27661,320.0,2010,fiesta,small car,manual,82,70000,gasoline,ford,0.0,5824
58534,100.0,2001,andere,small car,manual,60,150000,gasoline,citroen,0.0,1365
7698,,1995,3er,limousine,manual,116,150000,,bmw,1.0,455
93559,320.0,2008,3_reihe,station wagon,manual,120,100000,gasoline,peugeot,0.0,5414
42037,170.0,2006,almera,bus,manual,116,80000,gasoline,nissan,0.0,3640
33303,80.0,1995,fiesta,small car,manual,50,150000,gasoline,ford,0.0,955
59737,100.0,1995,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,864
73543,,7,c4,bus,auto,140,125000,gasoline,citroen,0.0,6824
59486,210.0,2002,2_reihe,convertible,manual,136,150000,gasoline,peugeot,0.0,2639
15183,50.0,1995,vectra,limousine,manual,90,150000,gasoline,opel,0.0,637
97775,70.0,1992,andere,limousine,manual,118,150000,gasoline,mercedes_benz,0.0,900
96260,80.0,2005,rio,,manual,98,80000,gasoline,kia,,1092
25426,,10,astra,limousine,manual,90,60000,gasoline,opel,0.0,7051
73083,190.0,2001,a4,limousine,manual,131,150000,gasoline,audi,,3185
58894,150.0,2016,cayenne,,auto,340,150000,liquefied petroleum gas,porsche,0.0,10919
93054,,96,3er,station wagon,auto,200,150000,liquefied petroleum gas,bmw,,1228
13769,80.0,2002,polo,small car,manual,101,150000,diesel,volkswagen,0.0,2002
33352,1600.0,2012,andere,station wagon,auto,340,40000,gasoline,audi,0.0,34580
25736,730.0,2004,5er,limousine,auto,218,150000,diesel,bmw,0.0,9054
6248,150.0,2001,3er,limousine,manual,105,150000,gasoline,bmw,0.0,2366
93269,,98,c_klasse,limousine,manual,193,150000,gasoline,mercedes_benz,0.0,2001
34347,170.0,2001,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,2366
5803,1290.0,1999,911,coupé,auto,300,125000,gasoline,porsche,0.0,19838
28830,660.0,2003,7er,limousine,auto,231,150000,gasoline,bmw,,7735
26744,50.0,2005,ka,small car,manual,60,125000,gasoline,ford,0.0,896
23685,50.0,2000,focus,station wagon,manual,116,150000,gasoline,ford,0.0,910
26177,,7,touran,bus,manual,140,150000,diesel,volkswagen,1.0,5187
60664,1460.0,2011,1er,coupé,manual,177,80000,diesel,bmw,0.0,18882
51338,80.0,2000,corsa,small car,auto,45,150000,gasoline,opel,0.0,591
61362,,2016,civic,,manual,90,150000,gasoline,honda,,500
1666,200.0,2004,corsa,small car,manual,90,125000,gasoline,opel,0.0,2093
42571,310.0,2011,astra,limousine,manual,101,150000,gasoline,opel,0.0,5687
66724,,2016,megane,,,0,150000,gasoline,renault,,910
5987,280.0,2000,a4,,,0,150000,,audi,,2730
25621,2410.0,2011,xc_reihe,,auto,205,70000,diesel,volvo,1.0,21749
10324,,2016,andere,,manual,140,150000,diesel,renault,,637
75209,,3,andere,convertible,auto,203,150000,gasoline,chrysler,,3412
2938,80.0,1997,corsa,station wagon,manual,45,5000,gasoline,opel,,546
18398,520.0,2007,golf,limousine,manual,140,150000,diesel,volkswagen,1.0,5005
98796,450.0,2007,passat,station wagon,manual,105,150000,diesel,volkswagen,0.0,5687
62483,,1,andere,small car,manual,60,100000,gasoline,citroen,0.0,1501
45920,350.0,2010,golf,limousine,manual,143,150000,diesel,volkswagen,0.0,4095
79690,50.0,1998,,limousine,manual,170,150000,gasoline,bmw,,1046
45367,770.0,2013,i_reihe,bus,auto,125,60000,gasoline,hyundai,0.0,9555
36483,,7,cooper,small car,manual,120,150000,gasoline,mini,0.0,7077
29195,140.0,1994,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,2366
28198,,2016,,,manual,60,150000,gasoline,hyundai,,1183
20388,590.0,2000,wrangler,,manual,177,30000,gasoline,jeep,0.0,10829
39099,,4,andere,small car,manual,101,20000,gasoline,mazda,1.0,1820
99006,580.0,2007,cooper,small car,manual,120,80000,gasoline,mini,0.0,8190
85211,410.0,1985,andere,,auto,160,90000,gasoline,chevrolet,0.0,8099
31731,110.0,2002,polo,small car,manual,64,125000,gasoline,volkswagen,0.0,2274
19712,,2016,c_klasse,,manual,116,150000,diesel,mercedes_benz,,2729
19742,1750.0,2011,passat,station wagon,auto,170,125000,diesel,volkswagen,0.0,19929
39063,,0,vectra,,,0,150000,,opel,,1092
36301,80.0,1991,golf,limousine,manual,70,150000,gasoline,volkswagen,,1365
24211,140.0,2004,corsa,small car,manual,101,150000,diesel,opel,,1956
98583,450.0,2004,transit,bus,manual,90,125000,diesel,ford,0.0,3549
31840,120.0,2004,golf,small car,,0,150000,diesel,volkswagen,,2366
24604,90.0,1997,a4,station wagon,manual,125,150000,gasoline,audi,,1619
34163,1210.0,2009,scirocco,coupé,manual,200,100000,gasoline,volkswagen,0.0,11739
99236,140.0,2002,3er,limousine,manual,118,150000,gasoline,bmw,0.0,2002
42000,370.0,2006,touran,bus,manual,0,150000,diesel,volkswagen,0.0,5601
31687,60.0,1996,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,728
23822,510.0,2015,astra,limousine,manual,116,10000,gasoline,opel,0.0,12467
46687,540.0,2003,clk,coupé,auto,163,150000,gasoline,mercedes_benz,0.0,6188
23867,350.0,2007,5_reihe,bus,manual,143,150000,diesel,mazda,0.0,3635
62653,,10,fortwo,small car,auto,71,60000,gasoline,smart,0.0,4868
21137,160.0,2001,golf,limousine,manual,105,150000,gasoline,volkswagen,0.0,1638
87404,70.0,2002,fiesta,small car,manual,75,150000,gasoline,ford,0.0,909
46378,1420.0,2011,andere,limousine,manual,170,100000,diesel,alfa_romeo,0.0,13013
80534,590.0,2005,5er,station wagon,manual,192,150000,gasoline,bmw,1.0,3630
71105,230.0,2002,a4,station wagon,auto,155,150000,diesel,audi,,2720
57095,840.0,2015,golf,limousine,manual,110,10000,gasoline,volkswagen,0.0,15469
71075,100.0,1981,,limousine,,0,150000,gasoline,sonstige_autos,,1092
40921,130.0,1996,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,1183
40209,210.0,1996,c_klasse,limousine,auto,150,125000,gasoline,mercedes_benz,0.0,2229
67691,,99,,,auto,105,125000,gasoline,honda,,1228
91904,70.0,1998,polo,small car,manual,0,150000,,volkswagen,,909
89843,360.0,2005,passat,station wagon,manual,105,150000,diesel,volkswagen,0.0,5005
50676,90.0,1993,,small car,manual,45,90000,gasoline,peugeot,0.0,546
17670,1510.0,2007,defender,,manual,122,125000,diesel,land_rover,0.0,18655
27130,510.0,2005,touareg,,auto,224,150000,diesel,volkswagen,0.0,7734
18549,,1996,golf,limousine,manual,90,150000,gasoline,volkswagen,,491
1872,,1993,,limousine,,0,150000,diesel,mercedes_benz,1.0,546
99689,890.0,2010,golf,limousine,manual,105,100000,diesel,volkswagen,0.0,8781
34538,160.0,2004,ibiza,small car,manual,64,125000,gasoline,seat,0.0,2093
92685,,2016,e_klasse,,manual,0,150000,liquefied petroleum gas,mercedes_benz,1.0,500
65392,30.0,2016,,,manual,101,150000,diesel,opel,1.0,910
93222,770.0,2005,andere,coupé,auto,272,90000,gasoline,mercedes_benz,0.0,12558
50683,80.0,1998,vectra,station wagon,manual,101,150000,gasoline,opel,0.0,1456
53667,80.0,1999,a6,limousine,manual,150,150000,diesel,audi,0.0,1355
99187,100.0,1992,3er,convertible,manual,140,150000,gasoline,bmw,,1819
34623,80.0,2001,fortwo,small car,manual,41,150000,diesel,smart,0.0,1410
76112,,0,zafira,bus,manual,101,150000,gasoline,opel,0.0,1064
64713,,2016,3er,,manual,116,150000,gasoline,bmw,,2275
50731,90.0,2000,clio,small car,manual,75,125000,gasoline,renault,0.0,1183
66965,860.0,2011,octavia,station wagon,auto,170,90000,diesel,skoda,,15105
93085,100.0,2003,corsa,small car,manual,0,150000,gasoline,opel,0.0,1228
20471,170.0,2004,passat,limousine,manual,105,150000,gasoline,volkswagen,0.0,3458
15463,80.0,1997,a3,small car,manual,101,150000,gasoline,audi,0.0,1365
42011,150.0,1999,a6,station wagon,auto,150,150000,diesel,audi,0.0,2093
5846,100.0,1997,5er,limousine,manual,170,150000,gasoline,bmw,,1820
80935,90.0,1996,escort,convertible,manual,90,150000,gasoline,ford,0.0,1092
37720,230.0,2009,fiesta,small car,manual,82,70000,gasoline,ford,0.0,3621
95992,1010.0,2005,,,auto,200,150000,,sonstige_autos,0.0,10829
45775,840.0,2006,5er,limousine,manual,218,125000,gasoline,bmw,0.0,13468
34377,130.0,1997,mondeo,station wagon,manual,170,150000,gasoline,ford,1.0,682
21184,370.0,2005,3er,limousine,manual,129,150000,gasoline,bmw,0.0,7188
68077,370.0,2003,ibiza,limousine,manual,231,150000,diesel,seat,0.0,6369
66579,140.0,2006,3_reihe,limousine,manual,88,150000,gasoline,peugeot,,2356
62110,1000.0,2014,x_trail,,manual,131,40000,diesel,nissan,0.0,25389
38876,160.0,2001,golf,limousine,manual,116,150000,diesel,volkswagen,0.0,2093
62275,330.0,2008,cooper,small car,manual,120,70000,gasoline,mini,0.0,7098
99674,80.0,1993,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,545
42090,,2016,polo,,manual,54,150000,,volkswagen,0.0,3185
37044,,8,zafira,bus,auto,150,150000,diesel,opel,0.0,4459
25636,270.0,2004,megane,convertible,manual,113,125000,gasoline,renault,0.0,3730
41245,340.0,2007,3_reihe,limousine,manual,109,150000,gasoline,peugeot,0.0,3185
24764,1490.0,2013,x_reihe,limousine,manual,184,40000,diesel,bmw,0.0,31668
90599,2410.0,2011,x_reihe,limousine,auto,184,70000,diesel,bmw,0.0,26845
92971,100.0,1997,e_klasse,limousine,auto,177,150000,diesel,mercedes_benz,0.0,909
36023,480.0,2004,andere,coupé,manual,280,100000,gasoline,nissan,0.0,12694
23120,250.0,1998,a3,limousine,auto,101,150000,gasoline,audi,1.0,1774
20262,230.0,1998,a6,limousine,manual,165,150000,gasoline,audi,0.0,2093
43279,440.0,2010,c_klasse,station wagon,manual,204,150000,diesel,mercedes_benz,0.0,10829
61210,80.0,1999,corsa,limousine,manual,54,100000,gasoline,opel,0.0,773
61057,1650.0,2012,tiguan,,auto,179,60000,gasoline,volkswagen,0.0,21385
82500,320.0,2005,c_klasse,station wagon,auto,224,150000,diesel,mercedes_benz,0.0,4322
45108,370.0,2011,polo,small car,manual,60,30000,gasoline,volkswagen,0.0,7088
88128,360.0,2002,clk,coupé,auto,193,100000,gasoline,mercedes_benz,0.0,3776
20025,,6,a4,station wagon,manual,120,150000,diesel,audi,,5505
53877,80.0,1998,3er,limousine,manual,118,150000,gasoline,bmw,1.0,1365
54604,530.0,2003,a4,convertible,auto,170,70000,gasoline,audi,0.0,8372
27678,390.0,2006,astra,station wagon,manual,90,150000,gasoline,opel,0.0,3503
20027,150.0,2004,3_reihe,station wagon,manual,136,150000,diesel,peugeot,0.0,1819
10194,,2016,,,manual,77,100000,,hyundai,,4049
97890,130.0,1998,a3,limousine,manual,125,150000,gasoline,audi,1.0,546
77134,1000.0,2011,3_reihe,limousine,manual,260,20000,gasoline,mazda,0.0,16835
46571,,0,seicento,small car,manual,54,60000,gasoline,fiat,0.0,1046
1652,380.0,2011,qashqai,limousine,manual,117,125000,gasoline,nissan,0.0,10556
82094,80.0,1994,civic,coupé,manual,75,150000,gasoline,honda,0.0,727
99409,1160.0,2009,a5,coupé,manual,190,150000,diesel,audi,0.0,11830
17008,560.0,2010,fiesta,small car,manual,71,50000,diesel,ford,0.0,5824
49388,60.0,1994,andere,limousine,manual,101,150000,gasoline,fiat,0.0,1001
62258,,1997,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,455
47865,320.0,2009,one,small car,manual,55,125000,gasoline,mini,0.0,5460
40697,270.0,1998,e_klasse,limousine,manual,170,150000,gasoline,mercedes_benz,0.0,2684
6956,220.0,2004,3er,limousine,manual,143,150000,gasoline,bmw,,3276
86292,,9,andere,limousine,manual,265,100000,gasoline,audi,0.0,15015
53534,970.0,2004,andere,coupé,auto,272,150000,gasoline,mercedes_benz,0.0,12922
7987,,8,leon,limousine,auto,200,60000,gasoline,seat,0.0,9464
62344,340.0,2008,focus,station wagon,manual,109,150000,diesel,ford,0.0,4085
78341,,2016,omega,,manual,0,150000,,opel,0.0,864
15536,240.0,2010,fabia,small car,manual,60,50000,gasoline,skoda,0.0,5369
86575,160.0,2007,ibiza,small car,manual,60,80000,gasoline,seat,0.0,3003
79954,120.0,1998,twingo,small car,manual,58,150000,gasoline,renault,0.0,546
7806,1080.0,2014,focus,station wagon,auto,140,60000,diesel,ford,,14560
79010,190.0,2003,a4,limousine,manual,131,125000,gasoline,audi,,4540
33498,,1997,a3,limousine,auto,0,150000,diesel,audi,,500
30436,90.0,1998,passat,limousine,manual,1502,150000,gasoline,volkswagen,0.0,1456
81136,180.0,2008,fortwo,small car,,71,80000,gasoline,smart,0.0,3822
48063,280.0,2012,vivaro,bus,manual,114,100000,diesel,opel,0.0,7280
6362,280.0,2009,,coupé,manual,120,90000,gasoline,ford,0.0,6734
19304,70.0,2001,swift,small car,manual,53,150000,gasoline,suzuki,0.0,1046
62216,540.0,2005,c_klasse,limousine,auto,143,70000,gasoline,mercedes_benz,0.0,8918
77112,110.0,2002,twingo,small car,,75,150000,gasoline,renault,0.0,1501
56513,890.0,2008,5er,limousine,auto,177,150000,diesel,bmw,1.0,6279
59770,130.0,1997,andere,other,manual,102,150000,diesel,volkswagen,0.0,1683
4628,400.0,2006,note,bus,manual,88,150000,gasoline,nissan,0.0,3594
68026,,12,polo,small car,manual,105,150000,diesel,volkswagen,0.0,6552
92281,630.0,2005,a6,station wagon,auto,225,150000,diesel,audi,0.0,8918
35298,,7,vectra,station wagon,manual,150,125000,diesel,opel,0.0,7280
50596,920.0,2007,andere,limousine,auto,450,150000,gasoline,audi,0.0,18200
70967,110.0,2005,3_reihe,limousine,manual,0,150000,diesel,peugeot,,1638
28896,570.0,2010,x_reihe,limousine,auto,143,150000,diesel,bmw,0.0,14742
50174,,2016,clio,,manual,0,150000,gasoline,renault,0.0,910
77837,750.0,2005,3er,convertible,manual,150,80000,gasoline,bmw,0.0,10465
28289,1990.0,2013,andere,station wagon,manual,300,30000,gasoline,audi,0.0,27118
24296,70.0,1998,vectra,limousine,manual,101,100000,gasoline,opel,0.0,1456
61480,470.0,2004,golf,limousine,,0,150000,gasoline,volkswagen,1.0,2639
72517,170.0,1998,passat,station wagon,manual,125,150000,gasoline,volkswagen,0.0,1820
68979,1990.0,2010,,,manual,177,60000,diesel,sonstige_autos,0.0,20020
59653,,2016,combo,,manual,60,100000,diesel,opel,,455
44341,960.0,2010,s_max,bus,manual,254,150000,gasoline,ford,0.0,13468
78826,180.0,2007,micra,convertible,manual,0,125000,gasoline,nissan,0.0,3549
52198,,85,andere,,,0,125000,,chevrolet,,8190
88362,710.0,2007,passat,limousine,auto,170,150000,diesel,volkswagen,0.0,7912
22999,120.0,2016,civic,,manual,110,125000,gasoline,honda,0.0,4732
77074,60.0,1998,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,546
14217,530.0,2007,a4,station wagon,manual,240,150000,diesel,audi,0.0,6688
79190,,6,6er,convertible,auto,258,100000,gasoline,bmw,0.0,20010
38527,1860.0,2011,3er,station wagon,manual,204,90000,diesel,bmw,0.0,21612
93575,370.0,2006,c_klasse,station wagon,manual,122,150000,diesel,mercedes_benz,0.0,6051
61343,250.0,2005,fortwo,small car,,0,90000,gasoline,smart,,2729
59775,390.0,2009,octavia,station wagon,auto,140,80000,diesel,skoda,0.0,3731
59444,1040.0,2002,wrangler,,manual,177,100000,gasoline,jeep,0.0,11829
63426,770.0,2013,focus,station wagon,manual,150,40000,gasoline,ford,0.0,13640
